ds,y,humidity,temp,gtrends_allergie,gtrends_pollen allergie,gtrends_heuschnupfen,gtrends_pollen,influenza,pollution_Zurich_no2,pollution_Zurich_o3,pollution_Zurich_pm10,pollution_Zurich_pm25,pollution_Zurich_so2
2021-05-24,1.878850672311941,70.29431216931211,284.4006018518514,199,68,142,187,0.0,3.8,26.2285714285714,5.0,1.14285714285714,0.228571428571428
2021-05-31,2.699605912560761,61.007857142857105,287.1345066137563,258,136,226,312,0.0,4.18571428571428,29.9,7.0,1.0,0.285714285714285
2021-06-07,2.4869533140591473,72.28100529100524,290.7615087301585,219,125,113,308,0.0,5.2,26.3142857142857,9.71428571428571,1.71428571428571,0.271428571428571
2021-06-14,2.645612166324165,67.8041534391534,292.7570666666661,307,82,100,277,0.0,5.08571428571428,27.9428571428571,11.2857142857142,1.71428571428571,0.228571428571428
2021-06-21,2.1890910348565793,65.90246031746028,295.57117010581953,170,66,50,121,0.0,5.67142857142857,32.7142857142857,16.1428571428571,2.0,0.257142857142857
2021-06-28,2.053776203801437,74.48661375661369,291.92203756613713,204,82,54,138,0.0,4.12857142857142,26.8285714285714,8.71428571428571,1.71428571428571,0.142857142857142
2021-07-05,3.450657023883495,74.16328042328038,291.4074018518512,202,21,79,121,0.0,3.74285714285714,22.5428571428571,7.85714285714285,1.28571428571428,0.142857142857142
2021-07-12,2.555230681172624,77.90267195767191,292.3111187830684,150,47,40,62,0.0,5.01428571428571,20.0428571428571,7.85714285714285,1.42857142857142,0.157142857142857
2021-07-19,1.9668807722669648,79.1431481481481,291.77095978835956,166,32,0,195,0.0,4.37142857142857,19.4142857142857,8.85714285714285,1.42857142857142,0.128571428571428
2021-07-26,1.3330776733908403,73.72452380952376,294.62724735449683,102,0,0,20,0.0,5.04285714285714,29.7142857142857,16.7142857142857,2.57142857142857,0.171428571428571
2021-08-02,2.4896109203680385,78.3566931216931,292.2606208994705,109,120,0,161,0.0,4.25714285714285,21.4142857142857,10.4285714285714,1.57142857142857,0.142857142857142
2021-08-09,1.8284940495603075,81.31812169312165,290.6561510582007,108,120,220,173,0.0,3.94285714285714,18.0,6.71428571428571,1.0,0.128571428571428
2021-08-16,2.1121517669947916,70.39550264550262,296.32023148148113,145,34,0,34,0.0,4.94285714285714,23.0999999999999,17.7142857142857,2.42857142857142,0.2
2021-08-23,2.5785388538760725,71.22817460317455,292.8054629629623,226,17,29,123,0.0,4.6,21.3571428571428,10.4285714285714,1.57142857142857,0.2
2021-08-30,2.928029816983546,72.73214285714283,290.05973544973506,131,49,44,94,0.0,5.0,19.5142857142857,7.71428571428571,1.28571428571428,0.171428571428571
2021-09-06,4.110656714228154,72.13955026455022,291.7647288359783,267,36,38,120,0.0,6.08571428571428,19.7857142857142,11.4285714285714,2.14285714285714,0.214285714285714
2021-09-13,3.6202406780388543,73.41764550264546,292.4934145502639,133,0,31,21,0.0,5.85714285714285,22.7285714285714,13.2857142857142,2.28571428571428,0.228571428571428
2021-09-20,3.4499253749960412,84.53703703703701,290.17707010581967,114,30,66,44,0.0,6.35714285714285,16.3428571428571,10.8571428571428,1.71428571428571,0.2
2021-09-27,4.218903150933387,80.32539682539678,289.3215277777774,88,59,60,195,0.0,7.22857142857142,10.7285714285714,12.5714285714285,2.57142857142857,0.271428571428571
2021-10-04,3.8678014710510924,79.41137566137563,288.16723544973496,94,0,0,88,2.0,7.39999999999999,15.3642857142857,8.07142857142857,1.78571428571428,0.25
2021-10-11,4.060849684389666,79.63822751322746,284.18746693121625,95,67,182,93,0.0,5.89999999999999,14.9857142857142,10.5714285714285,2.0,0.214285714285714
2021-10-18,3.6486702193535154,77.4801587301587,282.79381613756556,84,60,0,67,0.0,8.77142857142857,4.9,13.2857142857142,3.14285714285714,0.357142857142857
2021-10-25,2.7864310431039447,76.17923280423277,284.08712301587235,119,0,98,80,4.0,8.97142857142857,10.0714285714285,10.7142857142857,2.42857142857142,0.371428571428571
2021-11-01,3.4664315304485256,83.50859788359783,282.9233333333329,81,0,0,118,3.0,11.4428571428571,3.28571428571428,14.1428571428571,3.57142857142857,0.371428571428571
2021-11-08,4.317944070916145,80.0720899470899,279.36754629629564,117,0,125,20,1.0,9.14285714285714,9.48571428571428,8.71428571428571,1.85714285714285,0.285714285714285
2021-11-15,4.496338124256475,86.95105820105815,280.6106283068778,113,0,0,79,7.0,11.5714285714285,3.65714285714285,16.4285714285714,3.57142857142857,0.457142857142857
2021-11-22,2.7940044556158448,86.75595238095232,279.2958267195763,117,0,0,3,6.5,10.0285714285714,3.87142857142857,11.4285714285714,2.14285714285714,0.314285714285714
2021-11-29,3.3000491922642308,85.318783068783,276.3732804232798,77,15,0,75,12.5,10.1857142857142,7.55714285714285,12.1428571428571,2.0,0.271428571428571
2021-12-06,4.605292532520105,81.14021164021159,275.7050727513223,170,58,0,125,26.0,6.65714285714285,19.9285714285714,6.14285714285714,1.14285714285714,0.242857142857142
2021-12-13,3.7195706870187824,84.85648148148144,274.8852380952377,166,54,102,54,54.0,12.4,11.7714285714285,8.57142857142857,1.85714285714285,0.342857142857142
2021-12-20,2.404140168777277,86.82539682539678,274.88701058201,184,28,0,57,57.5,12.0857142857142,6.35714285714285,15.2857142857142,2.57142857142857,0.285714285714285
2021-12-27,2.902604746341755,83.50727513227508,275.97232142857104,177,26,67,41,102.0,12.7714285714285,9.71428571428571,13.4285714285714,2.42857142857142,0.357142857142857
2022-01-03,3.6184208123293846,81.44841269841264,280.8366203703699,101,32,77,43,104.0,8.3,12.5571428571428,11.7142857142857,2.14285714285714,0.485714285714285
2022-01-10,3.6195599312807145,77.09259259259255,276.034854497354,92,22,30,59,92.5,7.84285714285714,19.2285714285714,6.71428571428571,1.14285714285714,0.271428571428571
2022-01-17,3.6380761170899736,74.98148148148144,274.0153373015867,28,7,15,60,109.5,15.4,7.52857142857142,21.8571428571428,3.28571428571428,0.414285714285714
2022-01-24,3.8305859390713604,73.86772486772482,274.77341269841224,86,0,32,25,102.5,11.8857142857142,12.8857142857142,11.2857142857142,2.0,0.371428571428571
2022-01-31,3.2366152607698417,75.24669312169308,275.670661375661,124,92,3,199,129.5,14.3142857142857,11.0857142857142,17.0,2.28571428571428,0.4
2022-02-07,3.237223506359366,73.94378306878302,277.9503968253962,166,39,36,114,138.5,7.91428571428571,21.5428571428571,6.71428571428571,1.28571428571428,0.271428571428571
2022-02-14,3.610252966612888,66.7347883597883,277.0520899470895,79,26,87,113,178.5,14.7571428571428,10.7999999999999,10.2857142857142,2.28571428571428,0.528571428571428
2022-02-21,3.155774620365917,74.29761904761898,279.80073412698357,123,25,81,177,200.0,5.28571428571428,25.7857142857142,6.71428571428571,1.14285714285714,0.271428571428571
2022-02-28,4.352877613326493,64.66071428571425,278.1334391534387,70,37,239,108,363.5,6.32857142857142,22.6571428571428,8.28571428571428,1.28571428571428,0.285714285714285
2022-03-07,2.8167625620379977,61.475529100529066,276.8029894179891,117,63,80,198,640.5,13.3714285714285,15.2857142857142,22.5714285714285,3.14285714285714,0.485714285714285
2022-03-14,3.4719071560236685,62.27910052910051,279.34962962962913,110,40,35,159,823.0,13.3285714285714,15.9,24.4285714285714,3.42857142857142,0.585714285714285
2022-03-21,4.3221578038998745,70.46621233034271,282.25804606625223,73,49,191,146,823.5,9.82857142857142,16.6857142857142,24.8571428571428,2.83333333333333,0.414285714285714
2022-03-28,2.7442235301981865,51.331349206349145,283.61392195767144,71,78,83,170,650.5,12.6142857142857,23.7285714285714,26.0,3.28571428571428,0.6
2022-04-04,3.4790193509794323,73.26455026455022,279.4142261904759,79,26,15,94,564.0,8.22857142857143,23.8571428571428,19.2857142857142,1.85714285714285,0.285714285714285
2022-04-11,3.5530656159832645,67.61375661375656,282.2695171957667,117,95,102,214,467.0,5.24285714285714,25.8285714285714,7.57142857142857,1.42857142857142,0.257142857142857
2022-04-18,2.752493484457625,58.43187830687826,286.69491402116364,136,125,211,269,249.0,7.7,26.6428571428571,12.0,1.85714285714285,0.357142857142857
2022-04-25,2.9655091406845386,67.84325396825392,284.6871494708992,169,48,83,167,108.0,5.64285714285714,28.2714285714285,13.4285714285714,1.85714285714285,0.314285714285714
2022-05-02,3.7806977181109356,66.68981481481478,285.82086640211577,126,19,68,126,69.0,5.89999999999999,29.2142857142857,11.4285714285714,1.71428571428571,0.271428571428571
2022-05-09,2.700131305677634,77.88690476190473,287.01658068783024,122,38,101,225,51.5,7.55714285714285,21.7285714285714,12.5714285714285,2.14285714285714,0.257142857142857
2022-05-16,1.877215703150393,65.656746031746,292.55400132275076,130,160,210,441,17.0,5.24285714285714,28.6571428571428,13.5714285714285,1.71428571428571,0.3
2022-05-23,2.989110573161385,63.478174603174566,294.61001322751264,134,173,232,326,0.0,5.01428571428571,28.8428571428571,13.4285714285714,1.85714285714285,0.314285714285714
2022-05-30,3.002537941346766,64.18253968253961,289.70763888888837,123,43,179,195,10.0,3.38571428571428,28.6285714285714,7.85714285714285,1.0,0.2
2022-06-06,2.1867630935309466,74.43452380952377,292.1065343915337,151,11,70,130,0.0,4.8,23.8428571428571,11.7142857142857,1.57142857142857,0.257142857142857
2022-06-13,2.412533052808853,63.37566137566133,292.0887632275125,112,29,132,99,1.0,4.0,24.9285714285714,8.14285714285714,1.14285714285714,0.242857142857142
2022-06-20,1.882727389856732,54.03042328042324,297.7372949735445,114,8,77,100,1.0,5.24285714285714,35.6142857142857,19.8571428571428,1.85714285714285,0.371428571428571
2022-06-27,3.3168223540180843,73.52645502645497,294.25121031746,87,66,51,166,1.0,4.01428571428571,28.5714285714285,13.7142857142857,1.28571428571428,0.214285714285714
2022-07-04,3.2586247455232784,71.57341269841265,294.0705952380948,94,7,41,124,2.0,5.02857142857142,24.4142857142857,10.2857142857142,1.71428571428571,0.228571428571428
2022-07-11,2.9661595695954324,56.75925925925921,294.2580753968249,151,46,14,128,1.0,3.84285714285714,30.4,10.4285714285714,1.42857142857142,0.314285714285714
